user,day,login_count,after_hours_logins,usb_events,files_accessed,unique_files,websites_visited,unique_domains,wikileaks_visits,job_site_visits,keylogger_downloads,email_count,email_size,attachments,risk_level,triggered_rules,rule_count,rule_score,rank
LQC0479,2010-09-14,6,2,14.0,22.0,22.0,165.0,49.0,1.0,5.0,0.0,15.0,399589.0,0.0,ALERT,Scenario 1: after-hours USB use with WikiLeaks upload; Scenario 2: job search followed by high USB activity; High web and usb activity,3,9,1
THR0873,2010-09-16,2,0,14.0,27.0,27.0,170.0,44.0,0.0,0.0,0.0,15.0,450848.0,6.0,ALERT,High web and usb activity,1,2,6076
XHW0498,2010-09-16,2,0,12.0,5.0,5.0,162.0,24.0,0.0,0.0,0.0,15.0,487213.0,7.0,ALERT,High web and usb activity,1,2,6077
ABC0174,2010-09-17,3,0,6.0,4.0,4.0,162.0,12.0,0.0,0.0,0.0,15.0,415900.0,0.0,ALERT,High web and usb activity,1,2,6078
AJN0607,2010-09-17,3,0,6.0,4.0,4.0,162.0,50.0,0.0,0.0,0.0,15.0,423380.0,6.0,ALERT,High web and usb activity,1,2,6079
BAL0044,2010-09-17,11,6,8.0,8.0,8.0,120.0,46.0,0.0,0.0,0.0,11.0,297304.0,11.0,ALERT,High web and usb activity,1,2,6080
CTA0020,2010-09-17,3,0,16.0,0.0,0.0,108.0,41.0,0.0,0.0,0.0,11.0,354959.0,12.0,ALERT,High web and usb activity,1,2,6081
EIS0041,2010-09-17,5,0,6.0,6.0,6.0,114.0,29.0,0.0,0.0,0.0,10.0,283490.0,2.0,ALERT,High web and usb activity,1,2,6082
HCS0003,2010-09-17,2,0,6.0,9.0,9.0,285.0,19.0,0.0,0.0,0.0,27.0,767326.0,28.0,ALERT,High web and usb activity,1,2,6083
HSB0196,2010-09-17,2,0,16.0,27.0,27.0,120.0,28.0,0.0,0.0,0.0,11.0,289669.0,2.0,ALERT,High web and usb activity,1,2,6084
JBD0616,2010-09-17,3,0,14.0,1.0,1.0,162.0,61.0,0.0,0.0,0.0,15.0,431349.0,10.0,ALERT,High web and usb activity,1,2,6085
JDB0169,2010-09-17,3,0,16.0,17.0,17.0,162.0,28.0,0.0,0.0,0.0,14.0,479255.0,0.0,ALERT,High web and usb activity,1,2,6086
KKW0879,2010-09-17,2,0,16.0,7.0,7.0,162.0,40.0,0.0,0.0,0.0,13.0,391189.0,2.0,ALERT,High web and usb activity,1,2,6087
LCB0664,2010-09-17,3,0,18.0,2.0,2.0,135.0,25.0,0.0,0.0,0.0,14.0,396390.0,4.0,ALERT,High web and usb activity,1,2,6088
MBJ0312,2010-09-17,3,0,6.0,4.0,4.0,162.0,32.0,0.0,0.0,0.0,15.0,488503.0,8.0,ALERT,High web and usb activity,1,2,6089
MDM0625,2010-09-17,3,0,14.0,27.0,27.0,162.0,38.0,0.0,0.0,0.0,16.0,442248.0,4.0,ALERT,High web and usb activity,1,2,6090
MPM0220,2010-09-17,11,7,22.0,38.0,38.0,114.0,47.0,0.0,0.0,0.0,11.0,316070.0,9.0,ALERT,High web and usb activity,1,2,6091
RUM0880,2010-09-17,3,0,6.0,6.0,6.0,162.0,31.0,0.0,0.0,0.0,15.0,399096.0,6.0,ALERT,High web and usb activity,1,2,6092
SBN0866,2010-09-17,2,0,8.0,26.0,26.0,162.0,46.0,0.0,0.0,0.0,15.0,463145.0,5.0,ALERT,High web and usb activity,1,2,6093
THR0873,2010-09-17,2,0,14.0,26.0,26.0,170.0,41.0,0.0,0.0,0.0,15.0,468429.0,7.0,ALERT,High web and usb activity,1,2,6094
XHW0498,2010-09-17,2,0,6.0,1.0,1.0,162.0,36.0,0.0,0.0,0.0,15.0,526065.0,2.0,ALERT,High web and usb activity,1,2,6095
GZC0735,2010-09-18,4,0,6.0,0.0,0.0,153.0,25.0,0.0,0.0,0.0,15.0,511210.0,6.0,ALERT,High web and usb activity,1,2,6096
HPH0075,2010-09-18,2,0,16.0,27.0,27.0,180.0,42.0,0.0,0.0,0.0,18.0,597880.0,8.0,ALERT,High web and usb activity,1,2,6097
HSB0196,2010-09-18,2,0,12.0,27.0,27.0,120.0,29.0,0.0,0.0,0.0,11.0,339799.0,5.0,ALERT,High web and usb activity,1,2,6098
KKW0879,2010-09-18,2,0,18.0,3.0,3.0,162.0,35.0,0.0,0.0,0.0,14.0,498248.0,0.0,ALERT,High web and usb activity,1,2,6099
HSB0196,2010-09-19,2,0,14.0,26.0,26.0,120.0,36.0,0.0,0.0,0.0,11.0,307998.0,3.0,ALERT,High web and usb activity,1,2,6100
BAL0044,2010-09-20,13,4,10.0,15.0,15.0,120.0,42.0,0.0,0.0,0.0,11.0,294208.0,7.0,ALERT,High web and usb activity,1,2,6101
CTA0020,2010-09-20,3,0,18.0,0.0,0.0,108.0,9.0,0.0,0.0,0.0,10.0,322810.0,13.0,ALERT,High web and usb activity,1,2,6102
HCS0003,2010-09-20,2,0,8.0,12.0,12.0,285.0,48.0,0.0,0.0,0.0,27.0,801137.0,19.0,ALERT,High web and usb activity,1,2,6103
HPH0075,2010-09-20,3,0,16.0,27.0,27.0,180.0,12.0,0.0,0.0,0.0,2.0,49826.0,1.0,ALERT,High web and usb activity,1,2,6104
HSB0196,2010-09-20,2,0,16.0,24.0,24.0,120.0,24.0,0.0,0.0,0.0,10.0,351790.0,2.0,ALERT,High web and usb activity,1,2,6105
JBD0616,2010-09-20,3,0,18.0,0.0,0.0,162.0,40.0,0.0,0.0,0.0,15.0,468476.0,3.0,ALERT,High web and usb activity,1,2,6106
JDB0169,2010-09-20,3,0,16.0,20.0,20.0,162.0,25.0,0.0,0.0,0.0,3.0,105794.0,0.0,ALERT,High web and usb activity,1,2,6107
JJH0613,2010-09-20,3,0,8.0,8.0,8.0,162.0,47.0,0.0,0.0,0.0,15.0,450841.0,10.0,ALERT,High web and usb activity,1,2,6108
KKW0879,2010-09-20,2,0,16.0,3.0,3.0,162.0,33.0,0.0,0.0,0.0,14.0,438823.0,2.0,ALERT,High web and usb activity,1,2,6109
MBJ0312,2010-09-20,3,0,6.0,5.0,5.0,162.0,18.0,0.0,0.0,0.0,15.0,481362.0,6.0,ALERT,High web and usb activity,1,2,6110
MDM0625,2010-09-20,3,0,16.0,24.0,24.0,162.0,34.0,0.0,0.0,0.0,16.0,507464.0,13.0,ALERT,High web and usb activity,1,2,6111
MPM0220,2010-09-20,11,2,24.0,33.0,33.0,114.0,40.0,0.0,0.0,0.0,11.0,332190.0,0.0,ALERT,High web and usb activity,1,2,6112
MTB0620,2010-09-20,3,0,8.0,9.0,9.0,162.0,48.0,0.0,0.0,0.0,12.0,300932.0,8.0,ALERT,High web and usb activity,1,2,6113
OBH0499,2010-09-20,5,0,18.0,0.0,0.0,162.0,44.0,0.0,0.0,0.0,15.0,479884.0,14.0,ALERT,High web and usb activity,1,2,6114
RNP0211,2010-09-20,3,0,6.0,13.0,13.0,143.0,10.0,0.0,0.0,0.0,14.0,405832.0,12.0,ALERT,High web and usb activity,1,2,6115
THR0873,2010-09-20,2,0,18.0,24.0,24.0,170.0,54.0,0.0,0.0,0.0,15.0,488097.0,7.0,ALERT,High web and usb activity,1,2,6116
XHW0498,2010-09-20,2,0,6.0,0.0,0.0,162.0,18.0,0.0,0.0,0.0,15.0,413977.0,9.0,ALERT,High web and usb activity,1,2,6117
ABC0174,2010-09-21,2,0,8.0,4.0,4.0,162.0,57.0,0.0,0.0,0.0,15.0,422429.0,6.0,ALERT,High web and usb activity,1,2,6118
AJN0607,2010-09-21,3,0,6.0,1.0,1.0,162.0,26.0,0.0,0.0,0.0,15.0,480157.0,6.0,ALERT,High web and usb activity,1,2,6119
BAL0044,2010-09-21,9,4,6.0,9.0,9.0,120.0,46.0,0.0,0.0,0.0,10.0,357724.0,6.0,ALERT,High web and usb activity,1,2,6120
CAB0614,2010-09-21,3,0,6.0,4.0,4.0,162.0,49.0,0.0,0.0,0.0,16.0,451473.0,26.0,ALERT,High web and usb activity,1,2,6121
CTA0020,2010-09-21,3,0,18.0,4.0,4.0,108.0,22.0,0.0,0.0,0.0,11.0,363199.0,4.0,ALERT,High web and usb activity,1,2,6122
EIS0041,2010-09-21,13,4,10.0,14.0,14.0,114.0,45.0,0.0,0.0,0.0,10.0,273687.0,2.0,ALERT,High web and usb activity,1,2,6123
HCS0003,2010-09-21,2,0,6.0,10.0,10.0,285.0,72.0,0.0,0.0,0.0,27.0,806461.0,19.0,ALERT,High web and usb activity,1,2,6124
HPH0075,2010-09-21,3,0,18.0,23.0,23.0,180.0,12.0,0.0,0.0,0.0,19.0,546900.0,13.0,ALERT,High web and usb activity,1,2,6125
HSB0196,2010-09-21,2,0,16.0,27.0,27.0,120.0,27.0,0.0,0.0,0.0,10.0,323941.0,3.0,ALERT,High web and usb activity,1,2,6126
IBB0359,2010-09-21,13,2,28.0,15.0,15.0,114.0,26.0,0.0,0.0,0.0,11.0,363763.0,6.0,ALERT,High web and usb activity,1,2,6127
JBD0616,2010-09-21,3,0,18.0,0.0,0.0,162.0,65.0,0.0,0.0,0.0,14.0,412633.0,9.0,ALERT,High web and usb activity,1,2,6128
JCG0316,2010-09-21,3,0,6.0,14.0,14.0,162.0,53.0,0.0,0.0,0.0,15.0,434054.0,15.0,ALERT,High web and usb activity,1,2,6129
JJH0613,2010-09-21,3,0,8.0,8.0,8.0,162.0,44.0,0.0,0.0,0.0,14.0,401282.0,6.0,ALERT,High web and usb activity,1,2,6130
KKW0879,2010-09-21,2,0,18.0,5.0,5.0,162.0,47.0,0.0,0.0,0.0,14.0,395745.0,0.0,ALERT,High web and usb activity,1,2,6131
LCB0664,2010-09-21,3,0,18.0,0.0,0.0,135.0,33.0,0.0,0.0,0.0,8.0,212128.0,4.0,ALERT,High web and usb activity,1,2,6132
MBJ0312,2010-09-21,3,0,6.0,0.0,0.0,162.0,37.0,0.0,0.0,0.0,15.0,445959.0,6.0,ALERT,High web and usb activity,1,2,6133
MDM0625,2010-09-21,3,0,16.0,15.0,15.0,162.0,29.0,0.0,0.0,0.0,16.0,455485.0,4.0,ALERT,High web and usb activity,1,2,6134
MPM0220,2010-09-21,5,2,20.0,27.0,27.0,114.0,41.0,0.0,0.0,0.0,11.0,318644.0,2.0,ALERT,High web and usb activity,1,2,6135
MTB0620,2010-09-21,3,0,6.0,3.0,3.0,162.0,10.0,0.0,0.0,0.0,15.0,472654.0,9.0,ALERT,High web and usb activity,1,2,6136
OCS0865,2010-09-21,3,0,6.0,1.0,1.0,162.0,25.0,0.0,0.0,0.0,10.0,246376.0,10.0,ALERT,High web and usb activity,1,2,6137
RUM0880,2010-09-21,3,0,8.0,4.0,4.0,162.0,51.0,0.0,0.0,0.0,15.0,405612.0,14.0,ALERT,High web and usb activity,1,2,6138
CTA0020,2010-09-22,3,0,18.0,0.0,0.0,108.0,43.0,0.0,0.0,0.0,11.0,302671.0,7.0,ALERT,High web and usb activity,1,2,6139
FSC0601,2010-09-22,2,0,8.0,3.0,3.0,162.0,36.0,0.0,0.0,0.0,14.0,409515.0,4.0,ALERT,High web and usb activity,1,2,6140
GZC0735,2010-09-22,3,0,6.0,0.0,0.0,153.0,34.0,0.0,0.0,0.0,15.0,399424.0,3.0,ALERT,High web and usb activity,1,2,6141
HCS0003,2010-09-22,2,0,8.0,3.0,3.0,285.0,54.0,0.0,0.0,0.0,27.0,800801.0,28.0,ALERT,High web and usb activity,1,2,6142
HSB0196,2010-09-22,2,0,14.0,25.0,25.0,120.0,31.0,0.0,0.0,0.0,10.0,286137.0,5.0,ALERT,High web and usb activity,1,2,6143
JBD0616,2010-09-22,3,0,18.0,0.0,0.0,162.0,36.0,0.0,0.0,0.0,15.0,415541.0,9.0,ALERT,High web and usb activity,1,2,6144
JJH0613,2010-09-22,3,0,8.0,6.0,6.0,162.0,45.0,0.0,0.0,0.0,15.0,450294.0,17.0,ALERT,High web and usb activity,1,2,6145
KKW0879,2010-09-22,2,0,15.0,4.0,4.0,162.0,26.0,0.0,0.0,0.0,14.0,418493.0,2.0,ALERT,High web and usb activity,1,2,6146
LCB0664,2010-09-22,2,0,18.0,0.0,0.0,135.0,10.0,0.0,0.0,0.0,14.0,467673.0,3.0,ALERT,High web and usb activity,1,2,6147
MAS0025,2010-09-22,4,2,10.0,16.0,16.0,144.0,13.0,0.0,0.0,0.0,14.0,375499.0,0.0,ALERT,High web and usb activity,1,2,6148
MBJ0312,2010-09-22,3,0,6.0,0.0,0.0,162.0,31.0,0.0,0.0,0.0,15.0,493174.0,5.0,ALERT,High web and usb activity,1,2,6149
MDM0625,2010-09-22,3,0,18.0,21.0,21.0,162.0,32.0,0.0,0.0,0.0,16.0,449132.0,8.0,ALERT,High web and usb activity,1,2,6150
MPM0220,2010-09-22,5,0,18.0,22.0,22.0,114.0,36.0,0.0,0.0,0.0,11.0,368817.0,5.0,ALERT,High web and usb activity,1,2,6151
MTB0620,2010-09-22,3,0,6.0,7.0,7.0,162.0,41.0,0.0,0.0,0.0,15.0,425899.0,6.0,ALERT,High web and usb activity,1,2,6152
NAF0326,2010-09-22,2,0,6.0,9.0,9.0,162.0,17.0,0.0,0.0,0.0,15.0,466115.0,5.0,ALERT,High web and usb activity,1,2,6153
RHO0732,2010-09-22,3,0,8.0,1.0,1.0,162.0,19.0,0.0,0.0,0.0,15.0,448272.0,17.0,ALERT,High web and usb activity,1,2,6154
RUM0880,2010-09-22,3,0,8.0,10.0,10.0,162.0,47.0,0.0,0.0,0.0,15.0,392089.0,14.0,ALERT,High web and usb activity,1,2,6155
THR0873,2010-09-22,2,0,16.0,25.0,25.0,170.0,50.0,0.0,0.0,0.0,15.0,439223.0,13.0,ALERT,High web and usb activity,1,2,6156
AKR0057,2010-09-23,3,0,8.0,3.0,3.0,114.0,36.0,0.0,0.0,0.0,11.0,328658.0,1.0,ALERT,High web and usb activity,1,2,6157
CTA0020,2010-09-23,3,0,18.0,2.0,2.0,108.0,38.0,0.0,0.0,0.0,10.0,263805.0,8.0,ALERT,High web and usb activity,1,2,6158
DLM0051,2010-09-23,4,0,16.0,26.0,26.0,190.0,31.0,0.0,0.0,0.0,17.0,510205.0,5.0,ALERT,High web and usb activity,1,2,6159
DRR0162,2010-09-23,2,0,8.0,4.0,4.0,114.0,13.0,0.0,0.0,0.0,11.0,293020.0,5.0,ALERT,High web and usb activity,1,2,6160
HCS0003,2010-09-23,2,0,8.0,7.0,7.0,285.0,28.0,0.0,0.0,0.0,26.0,749910.0,19.0,ALERT,High web and usb activity,1,2,6161
HSB0196,2010-09-23,2,0,16.0,21.0,21.0,120.0,27.0,0.0,0.0,0.0,11.0,307390.0,16.0,ALERT,High web and usb activity,1,2,6162
JBD0616,2010-09-23,3,0,16.0,0.0,0.0,162.0,69.0,0.0,0.0,0.0,15.0,408705.0,4.0,ALERT,High web and usb activity,1,2,6163
JCG0316,2010-09-23,3,0,6.0,10.0,10.0,162.0,32.0,0.0,0.0,0.0,15.0,516979.0,8.0,ALERT,High web and usb activity,1,2,6164
JDB0169,2010-09-23,3,0,16.0,16.0,16.0,162.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,ALERT,High web and usb activity,1,2,6165
KKW0879,2010-09-23,2,0,16.0,1.0,1.0,162.0,33.0,0.0,0.0,0.0,14.0,416124.0,4.0,ALERT,High web and usb activity,1,2,6166
LRR0148,2010-09-23,3,0,6.0,0.0,0.0,143.0,36.0,0.0,0.0,0.0,14.0,472391.0,5.0,ALERT,High web and usb activity,1,2,6167
MDM0625,2010-09-23,3,0,16.0,24.0,24.0,162.0,40.0,0.0,0.0,0.0,16.0,461369.0,0.0,ALERT,High web and usb activity,1,2,6168
MPM0220,2010-09-23,9,2,24.0,33.0,33.0,114.0,41.0,0.0,0.0,0.0,11.0,339190.0,1.0,ALERT,High web and usb activity,1,2,6169
MTB0620,2010-09-23,3,0,6.0,8.0,8.0,162.0,41.0,0.0,0.0,0.0,15.0,470190.0,18.0,ALERT,High web and usb activity,1,2,6170
NAF0326,2010-09-23,3,0,10.0,5.0,5.0,162.0,31.0,0.0,0.0,0.0,16.0,511853.0,5.0,ALERT,High web and usb activity,1,2,6171
RNP0211,2010-09-23,3,0,6.0,10.0,10.0,143.0,31.0,0.0,0.0,0.0,14.0,400844.0,6.0,ALERT,High web and usb activity,1,2,6172
RUM0880,2010-09-23,3,0,6.0,8.0,8.0,162.0,37.0,0.0,0.0,0.0,15.0,454498.0,18.0,ALERT,High web and usb activity,1,2,6173
XHW0498,2010-09-23,2,0,10.0,6.0,6.0,162.0,53.0,0.0,0.0,0.0,14.0,361418.0,4.0,ALERT,High web and usb activity,1,2,6174
ABC0174,2010-09-24,3,0,6.0,0.0,0.0,162.0,49.0,0.0,0.0,0.0,15.0,416305.0,12.0,ALERT,High web and usb activity,1,2,6175
CCA0046,2010-09-24,10,2,6.0,11.0,11.0,114.0,15.0,0.0,0.0,0.0,11.0,397073.0,11.0,ALERT,High web and usb activity,1,2,6176
CTA0020,2010-09-24,3,0,18.0,0.0,0.0,108.0,41.0,0.0,0.0,0.0,11.0,333352.0,6.0,ALERT,High web and usb activity,1,2,6177
DIW0118,2010-09-24,3,0,6.0,5.0,5.0,143.0,25.0,0.0,0.0,0.0,14.0,433117.0,4.0,ALERT,High web and usb activity,1,2,6178
HCS0003,2010-09-24,2,0,6.0,10.0,10.0,285.0,67.0,0.0,0.0,0.0,27.0,806346.0,39.0,ALERT,High web and usb activity,1,2,6179
HSB0196,2010-09-24,2,0,18.0,27.0,27.0,120.0,20.0,0.0,0.0,0.0,11.0,325268.0,3.0,ALERT,High web and usb activity,1,2,6180
JBD0616,2010-09-24,3,0,18.0,0.0,0.0,162.0,54.0,0.0,0.0,0.0,14.0,425715.0,7.0,ALERT,High web and usb activity,1,2,6181
JDB0169,2010-09-24,3,0,12.0,23.0,23.0,162.0,16.0,0.0,0.0,0.0,8.0,242640.0,1.0,ALERT,High web and usb activity,1,2,6182
KKW0879,2010-09-24,2,0,18.0,4.0,4.0,162.0,45.0,0.0,0.0,0.0,14.0,364127.0,11.0,ALERT,High web and usb activity,1,2,6183
KRL0501,2010-09-24,2,0,6.0,0.0,0.0,162.0,40.0,0.0,0.0,0.0,15.0,517646.0,0.0,ALERT,High web and usb activity,1,2,6184
MDM0625,2010-09-24,3,0,16.0,21.0,21.0,162.0,38.0,0.0,0.0,0.0,16.0,472747.0,3.0,ALERT,High web and usb activity,1,2,6185
MPM0220,2010-09-24,13,2,26.0,32.0,32.0,114.0,34.0,0.0,0.0,0.0,11.0,308288.0,8.0,ALERT,High web and usb activity,1,2,6186
MTB0620,2010-09-24,3,0,6.0,6.0,6.0,162.0,47.0,0.0,0.0,0.0,15.0,452156.0,12.0,ALERT,High web and usb activity,1,2,6187
NAF0326,2010-09-24,4,0,6.0,10.0,10.0,162.0,18.0,0.0,0.0,0.0,16.0,538177.0,10.0,ALERT,High web and usb activity,1,2,6188
THR0873,2010-09-24,2,0,14.0,27.0,27.0,170.0,45.0,0.0,0.0,0.0,15.0,490691.0,12.0,ALERT,High web and usb activity,1,2,6189
HSB0196,2010-09-25,2,0,16.0,24.0,24.0,120.0,17.0,0.0,0.0,0.0,10.0,292426.0,9.0,ALERT,High web and usb activity,1,2,6190
BSS0369,2010-09-26,4,0,18.0,13.0,13.0,120.0,12.0,0.0,0.0,0.0,10.0,291177.0,2.0,ALERT,High web and usb activity,1,2,6191
HSB0196,2010-09-26,2,0,18.0,22.0,22.0,120.0,35.0,0.0,0.0,0.0,11.0,289658.0,10.0,ALERT,High web and usb activity,1,2,6192
NAF0326,2010-09-26,3,0,6.0,7.0,7.0,162.0,24.0,0.0,0.0,0.0,16.0,481242.0,5.0,ALERT,High web and usb activity,1,2,6193
ABC0174,2010-09-27,3,0,6.0,2.0,2.0,162.0,50.0,0.0,0.0,0.0,3.0,142405.0,0.0,ALERT,High web and usb activity,1,2,6194
BSS0369,2010-09-27,8,2,22.0,16.0,16.0,120.0,10.0,0.0,0.0,0.0,10.0,282736.0,1.0,ALERT,High web and usb activity,1,2,6195
CTA0020,2010-09-27,2,0,18.0,3.0,3.0,108.0,36.0,0.0,0.0,0.0,11.0,348312.0,9.0,ALERT,High web and usb activity,1,2,6196
HCS0003,2010-09-27,2,0,8.0,10.0,10.0,285.0,62.0,0.0,0.0,0.0,27.0,803046.0,24.0,ALERT,High web and usb activity,1,2,6197
HSB0196,2010-09-27,2,0,18.0,23.0,23.0,120.0,10.0,0.0,0.0,0.0,11.0,300741.0,0.0,ALERT,High web and usb activity,1,2,6198
JBD0616,2010-09-27,3,0,16.0,2.0,2.0,162.0,59.0,0.0,0.0,0.0,15.0,449162.0,12.0,ALERT,High web and usb activity,1,2,6199
KKW0879,2010-09-27,2,0,16.0,8.0,8.0,162.0,30.0,0.0,0.0,0.0,14.0,378018.0,6.0,ALERT,High web and usb activity,1,2,6200
MBJ0312,2010-09-27,2,0,10.0,3.0,3.0,162.0,12.0,0.0,0.0,0.0,1.0,21271.0,0.0,ALERT,High web and usb activity,1,2,6201
MDM0625,2010-09-27,2,0,12.0,23.0,23.0,162.0,31.0,0.0,0.0,0.0,16.0,423411.0,1.0,ALERT,High web and usb activity,1,2,6202
MPM0220,2010-09-27,7,2,22.0,32.0,32.0,114.0,45.0,0.0,0.0,0.0,11.0,372085.0,0.0,ALERT,High web and usb activity,1,2,6203
MTB0620,2010-09-27,2,0,10.0,5.0,5.0,162.0,51.0,0.0,0.0,0.0,15.0,578501.0,11.0,ALERT,High web and usb activity,1,2,6204
RHO0732,2010-09-27,3,0,6.0,0.0,0.0,162.0,37.0,0.0,0.0,0.0,15.0,446296.0,5.0,ALERT,High web and usb activity,1,2,6205
RUM0880,2010-09-27,3,0,6.0,8.0,8.0,162.0,49.0,0.0,0.0,0.0,15.0,458548.0,17.0,ALERT,High web and usb activity,1,2,6206
THR0873,2010-09-27,4,0,16.0,27.0,27.0,170.0,51.0,0.0,0.0,0.0,15.0,425983.0,3.0,ALERT,High web and usb activity,1,2,6207
XHW0498,2010-09-27,2,0,6.0,5.0,5.0,162.0,41.0,0.0,0.0,0.0,15.0,456188.0,7.0,ALERT,High web and usb activity,1,2,6208
AKR0057,2010-09-28,3,0,6.0,2.0,2.0,114.0,33.0,0.0,0.0,0.0,11.0,362629.0,11.0,ALERT,High web and usb activity,1,2,6209
BAL0044,2010-09-28,10,0,8.0,9.0,9.0,120.0,39.0,0.0,0.0,0.0,11.0,388926.0,0.0,ALERT,High web and usb activity,1,2,6210
CCA0046,2010-09-28,10,2,10.0,11.0,11.0,114.0,23.0,0.0,0.0,0.0,10.0,344754.0,6.0,ALERT,High web and usb activity,1,2,6211
CTA0020,2010-09-28,3,0,16.0,1.0,1.0,108.0,39.0,0.0,0.0,0.0,10.0,228933.0,1.0,ALERT,High web and usb activity,1,2,6212
DLM0051,2010-09-28,3,0,18.0,27.0,27.0,190.0,32.0,0.0,0.0,0.0,18.0,518995.0,5.0,ALERT,High web and usb activity,1,2,6213
HSB0196,2010-09-28,2,0,16.0,23.0,23.0,120.0,33.0,0.0,0.0,0.0,11.0,320701.0,5.0,ALERT,High web and usb activity,1,2,6214
JBD0616,2010-09-28,3,0,18.0,1.0,1.0,162.0,40.0,0.0,0.0,0.0,15.0,378942.0,6.0,ALERT,High web and usb activity,1,2,6215
JDB0169,2010-09-28,3,0,18.0,24.0,24.0,162.0,30.0,0.0,0.0,0.0,13.0,381935.0,2.0,ALERT,High web and usb activity,1,2,6216
JJH0613,2010-09-28,3,0,8.0,6.0,6.0,162.0,48.0,0.0,0.0,0.0,15.0,450885.0,7.0,ALERT,High web and usb activity,1,2,6217
LCB0664,2010-09-28,3,0,18.0,1.0,1.0,135.0,31.0,0.0,0.0,0.0,14.0,468202.0,6.0,ALERT,High web and usb activity,1,2,6218
MDM0625,2010-09-28,3,0,18.0,26.0,26.0,162.0,13.0,0.0,0.0,0.0,12.0,326767.0,5.0,ALERT,High web and usb activity,1,2,6219
MPM0220,2010-09-28,14,4,28.0,31.0,31.0,114.0,40.0,0.0,0.0,0.0,11.0,367118.0,1.0,ALERT,High web and usb activity,1,2,6220
MTB0620,2010-09-28,3,0,6.0,4.0,4.0,162.0,46.0,0.0,0.0,0.0,15.0,434094.0,12.0,ALERT,High web and usb activity,1,2,6221
NAF0326,2010-09-28,3,0,6.0,8.0,8.0,162.0,30.0,0.0,0.0,0.0,16.0,464899.0,19.0,ALERT,High web and usb activity,1,2,6222
OBH0499,2010-09-28,3,0,18.0,0.0,0.0,162.0,58.0,0.0,0.0,0.0,14.0,396769.0,15.0,ALERT,High web and usb activity,1,2,6223
RUM0880,2010-09-28,3,0,8.0,2.0,2.0,162.0,33.0,0.0,0.0,0.0,15.0,480153.0,20.0,ALERT,High web and usb activity,1,2,6224
SGM0021,2010-09-28,3,0,8.0,8.0,8.0,114.0,35.0,0.0,0.0,0.0,11.0,336023.0,10.0,ALERT,High web and usb activity,1,2,6225
VIA0063,2010-09-28,2,0,14.0,21.0,21.0,143.0,25.0,0.0,0.0,0.0,14.0,457751.0,10.0,ALERT,High web and usb activity,1,2,6226
ABC0174,2010-09-29,2,0,6.0,1.0,1.0,162.0,49.0,0.0,0.0,0.0,15.0,494326.0,2.0,ALERT,High web and usb activity,1,2,6227
AJN0607,2010-09-29,5,0,6.0,4.0,4.0,162.0,22.0,0.0,0.0,0.0,15.0,394910.0,4.0,ALERT,High web and usb activity,1,2,6228
AKR0057,2010-09-29,2,0,8.0,0.0,0.0,114.0,13.0,0.0,0.0,0.0,2.0,62939.0,0.0,ALERT,High web and usb activity,1,2,6229
BAL0044,2010-09-29,6,2,6.0,9.0,9.0,120.0,42.0,0.0,0.0,0.0,11.0,307679.0,9.0,ALERT,High web and usb activity,1,2,6230
CTA0020,2010-09-29,3,0,17.0,2.0,2.0,108.0,40.0,0.0,0.0,0.0,10.0,285631.0,8.0,ALERT,High web and usb activity,1,2,6231
HCS0003,2010-09-29,2,0,6.0,9.0,9.0,285.0,71.0,0.0,0.0,0.0,27.0,834149.0,15.0,ALERT,High web and usb activity,1,2,6232
HDS0367,2010-09-29,13,4,8.0,12.0,12.0,114.0,20.0,0.0,0.0,0.0,4.0,136961.0,1.0,ALERT,High web and usb activity,1,2,6233
HSB0196,2010-09-29,2,0,18.0,26.0,26.0,120.0,8.0,0.0,0.0,0.0,11.0,318408.0,4.0,ALERT,High web and usb activity,1,2,6234
JBD0616,2010-09-29,2,0,18.0,0.0,0.0,162.0,47.0,0.0,0.0,0.0,15.0,520635.0,6.0,ALERT,High web and usb activity,1,2,6235
JCG0316,2010-09-29,4,0,6.0,6.0,6.0,162.0,31.0,0.0,0.0,0.0,15.0,489439.0,4.0,ALERT,High web and usb activity,1,2,6236
JJH0613,2010-09-29,5,0,6.0,5.0,5.0,162.0,60.0,0.0,0.0,0.0,15.0,447187.0,7.0,ALERT,High web and usb activity,1,2,6237
KKW0879,2010-09-29,4,0,17.0,3.0,3.0,162.0,42.0,0.0,0.0,0.0,14.0,406044.0,5.0,ALERT,High web and usb activity,1,2,6238
KRL0501,2010-09-29,2,0,6.0,5.0,5.0,162.0,52.0,0.0,0.0,0.0,15.0,454967.0,0.0,ALERT,High web and usb activity,1,2,6239
LRR0148,2010-09-29,3,0,6.0,7.0,7.0,143.0,50.0,0.0,0.0,0.0,14.0,397520.0,4.0,ALERT,High web and usb activity,1,2,6240
MDM0625,2010-09-29,2,0,18.0,26.0,26.0,162.0,13.0,0.0,0.0,0.0,12.0,388606.0,0.0,ALERT,High web and usb activity,1,2,6241
MPM0220,2010-09-29,7,3,22.0,25.0,25.0,114.0,27.0,0.0,0.0,0.0,11.0,347742.0,4.0,ALERT,High web and usb activity,1,2,6242
